id,name,type,source,usage,img_src
material585,紫晶块,锻造用矿石,（帮助： 采集视频 ） 野外采集 推荐：鸣神岛采集,"{'精锻用魔矿': '锻造', '喜多院十文字': '锻造', '天目影打刀': '锻造', '桂木斩长正': '锻造', '白辰之环': '锻造', '破魔之弓': '锻造', '雷神瞳共鸣石': '制作'}",https://patchwiki.biligame.com/images/ys/thumb/d/d7/08hu1ueevog7522hp9qjrx7zsloyhks.png/60px-%E7%B4%AB%E6%99%B6%E5%9D%97.png
material586,星银矿石,锻造用矿石,野外采集 推荐：龙脊雪山采集 （采集帮助： https://www.bilibili.com/video/BV16K411g7Hb?from=search&seid=8519524422630161621）,"{'精锻用良矿': '锻造', '忍冬之果': '锻造', '雪葬的星银': '锻造', '龙脊长枪': '锻造', '放热瓶': '制作'}",https://patchwiki.biligame.com/images/ys/thumb/8/80/pan227yamdoupet4ey2e54qd2796fpq.png/60px-%E6%98%9F%E9%93%B6%E7%9F%BF%E7%9F%B3.png
material587,铁块,锻造用矿石,野外采集 璃月港解翠行购买（每三天10个） 离岛楚瑜商行购买（每三天10个）,"{'维护机关频闪诱饵': '炼金合成', '精锻用杂矿': '锻造', '寻仙的美食家': '', '制作': ''}",https://patchwiki.biligame.com/images/ys/thumb/6/65/0zb37y3gqvapa7i1gkwg5tw5mda53uk.png/60px-%E9%93%81%E5%9D%97.png
material588,白铁块,锻造用矿石,野外采集 推荐：望风山地采集 推荐：奔狼领采集 璃月港解翠行老板 石头 处购买（400摩拉每个，三天刷新一次，限购十个） 离岛楚瑜商行分行长 秋月 处购买（400摩拉每个，三天刷新一次，限购十个）,"{'精锻用良矿': '锻造', '万国诸海图谱': '锻造', '万能钥匙': '锻造', '乌髓孑灯': '锻造', '公义的酬报': '锻造', '原木刀': '锻造', '喜多院十文字': '锻造', '天目影打刀': '锻造', '息燧之笛': '锻造', '掘金之锹': '锻造', '撼地者': '锻造', '木棉之环': '锻造', '桂木斩长正': '锻造', '森林王器': '锻造', '流月针': '锻造', '浪影阔剑': '锻造', '海渊终曲': '锻造', '王下近侍': '锻造', '白影剑': '锻造', '白辰之环': '锻造', '盈满之实': '锻造', '破魔之弓': '锻造', '碎链': '锻造', '纯水流华': '锻造', '罗网勾针': '锻造', '虹的行迹': '锻造', '试作古华': '锻造', '试作斩岩': '锻造', '试作星镰': '锻造', '试作澹月': '锻造', '试作金珀': '锻造', '谧音吹哨': '锻造', '贯月矢': '锻造', '钢轮弓': '锻造', '铁蜂刺': '锻造', '静谧之曲': '锻造'}",https://patchwiki.biligame.com/images/ys/thumb/1/13/iz3nvulpn86v33b8si6krxye19gme50.png/60px-%E7%99%BD%E9%93%81%E5%9D%97.png
material589,水晶块,锻造用矿石,野外采集 推荐：风龙废墟采集 奥摩斯港商人秋蔚购买（每三天10个）,"{'精锻用魔矿': '锻造', '万国诸海图谱': '锻造', '原木刀': '锻造', '忍冬之果': '锻造', '森林王器': '锻造', '流月针': '锻造', '王下近侍': '锻造', '白影剑': '锻造', '盈满之实': '锻造', '试作古华': '锻造', '试作斩岩': '锻造', '试作星镰': '锻造', '试作澹月': '锻造', '试作金珀': '锻造', '贯月矢': '锻造', '钢轮弓': '锻造', '铁蜂刺': '锻造', '雪葬的星银': '锻造', '口袋锚点': '制作', '岩神瞳共鸣石': '制作', '水神瞳共鸣石': '制作', '火神瞳共鸣石': '制作', '草神瞳共鸣石': '制作', '风神瞳共鸣石': '制作'}",https://patchwiki.biligame.com/images/ys/thumb/6/69/f8bwgkyey57q4dcyedckgwf3njf3j3g.png/60px-%E6%B0%B4%E6%99%B6%E5%9D%97.png
material590,月落银,挪德卡莱区域特产,野外采集 希汐岛采集,"{'菈乌玛': '突破', '奈芙尔': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/4/41/1fzqwb6xukwcru4nq3jfd9xvwykvj7q.png/60px-%E6%9C%88%E8%90%BD%E9%93%B6.png
material591,便携轴承,挪德卡莱区域特产,野外采集 推荐：叮铃哐啷蛋卷工坊采集 蓝珀湖附近采集,"{'爱诺': '突破', '雅珂达': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/6/69/fr2hdqexqjcqskuow2jp5pq7im2uc6n.png/60px-%E4%BE%BF%E6%90%BA%E8%BD%B4%E6%89%BF.png
material592,霜盏花,挪德卡莱区域特产,野外采集 推荐：终夜长茔采集 推荐：霜月之坊附近采集 尘歌壶种植,"{'杜林': '突破', '菲林斯': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/8/8d/i4yuy8ton8ohacra4k007lin7rig7un.png/60px-%E9%9C%9C%E7%9B%8F%E8%8A%B1.png
material593,初露之源,枫丹区域特产,野外采集 推荐：莫尔泰区水下采集,{'娜维娅': '突破'},https://patchwiki.biligame.com/images/ys/thumb/a/a6/hsp93ubjp4m3llviswvkb95itzh3n5h.png/60px-%E5%88%9D%E9%9C%B2%E4%B9%8B%E6%BA%90.png.jpeg
material594,湖光铃兰,枫丹区域特产,野外采集 推荐：伊黎耶林区采集,"{'艾梅莉埃': '突破', '芙宁娜': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/2/2a/1hlube0o22toecnjmtv8m29ahaqhzmu.png/60px-%E6%B9%96%E5%85%89%E9%93%83%E5%85%B0.png
material595,子探测单元,枫丹区域特产,野外采集 枫丹动能工程科学研究院区采集,{'莱欧斯利': '突破'},https://patchwiki.biligame.com/images/ys/thumb/8/8f/1ukqxytsh7yavm24pg8t78nropbi65v.png/60px-%E5%AD%90%E6%8E%A2%E6%B5%8B%E5%8D%95%E5%85%83.png
material596,幽光星星,枫丹区域特产,野外采集 推荐：黎翡区采集,"{'那维莱特': '突破', '克洛琳德': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/1/1d/7b82swo2yaf6f3cl3m536tswcnx3vzr.png/60px-%E5%B9%BD%E5%85%89%E6%98%9F%E6%98%9F.png
material597,苍晶螺,枫丹区域特产,野外采集 推荐：塞洛海原采集,"{'水之寻宝罗盘': '炼金合成', '爱可菲': '突破', '夏洛蒂': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/d/dd/kia6gww67cpizeb9ihwripu1cvb2hyt.png/60px-%E8%8B%8D%E6%99%B6%E8%9E%BA.png
material598,海露花,枫丹区域特产,野外采集 推荐：塞洛海原采集,"{'水神瞳共鸣石': '炼金合成', '希格雯': '突破', '菲米尼': '突破', '德波小蛋糕': '', '改良型': '烹饪'}",https://patchwiki.biligame.com/images/ys/thumb/9/9b/nedt2wvfyqk25ag9rvyc3grubkd44db.png/60px-%E6%B5%B7%E9%9C%B2%E8%8A%B1.png
material599,虹彩蔷薇,枫丹区域特产,"野外采集 推荐：苍晶区采集
枫丹廷蔬果贩 欧仁妮 处购买（每三天5个）","{'水神瞳共鸣石': '炼金合成', '林尼': '突破', '阿蕾奇诺': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/3/3a/td67obeoxq3y2n1wngpw76tlwo37td3.png/60px-%E8%99%B9%E5%BD%A9%E8%94%B7%E8%96%87.png
material600,柔灯铃,枫丹区域特产,野外采集 枫丹廷北部采集,"{'琳妮特': '突破', '夏沃蕾': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/9/96/qrwi9a8lz7i5o6sull6e8ktzd88ki1m.png/60px-%E6%9F%94%E7%81%AF%E9%93%83.png
material601,清水玉,璃月区域特产,野外采集 推荐：沉玉谷·南陵采集 遗珑埠百货店主丰泰处购买（1000摩拉一个，共计5个，三天一刷）,"{'闲云': '突破', '蓝砚': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/e/ee/ccnaur0acfc5qv5hg9un1mzksoj4j1n.png/60px-%E6%B8%85%E6%B0%B4%E7%8E%89.png
material602,星螺,璃月区域特产,野外采集 璃月海滩采集 (采集帮助： 采集视频 ) 璃月海滩“海螺屋”前和“阿卜”选择对话“什么传说”首次对话获得三个星螺 璃月港万有铺子老板 博来 处购买（1000摩拉每个，三天刷新一次，限购五个）,"{'达达利亚': '突破', '夜兰': '突破', '嘉明': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/5/53/42isaitty9g8baqenbn2ur1z8evrxgi.png/60px-%E6%98%9F%E8%9E%BA.png
material603,夜泊石,璃月区域特产,野外采集 璃月山洞内采集 推荐：明蕴镇采集 (采集帮助： 采集视频 ) 璃月港商人 石头 处购买（每三天5个，1000摩拉/个） 奥摩斯港商人 秋蔚 处购买（每三天5个，1000摩拉/个）,"{'烟绯': '突破', '北斗': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/a/a4/jkou9q2vctetyllvil8wzbbvuk492o8.png/60px-%E5%A4%9C%E6%B3%8A%E7%9F%B3.png
material604,琉璃袋,璃月区域特产,野外采集 璃月山壁采集 (采集帮助: 采集视频 ) 不卜庐 阿桂 处购买（1000摩拉每个，三天刷新一次，限购五个） 望舒客栈 菲尔戈黛特 处购买（1000摩拉每个，三天刷新一次，限购五个） 奥摩斯港 巴巴克 处购买（1000摩拉每个，三天刷新一次，限购五个）,"{'七七': '突破', '白术': '突破', '辛焱': '突破', '丰年有余': '烹饪', '岩港三鲜': '烹饪', '水煮黑背鲈': '烹饪', '琼玉果汤': '烹饪'}",https://patchwiki.biligame.com/images/ys/thumb/4/44/8fyvd4mbs2l1avo508fht3t0qczuvoo.png/60px-%E7%90%89%E7%92%83%E8%A2%8B.png
material605,霓裳花,璃月区域特产,野外采集 璃月港玉京台附近采集 望舒客栈附近采集 推荐：璃月港采集 轻策庄磨坊主 小白 处购买（1000摩拉每个，三天刷新一次，限购五个） 奥摩斯港商人 秋蔚 处购买（1000摩拉每个，三天刷新一次，限购五个） (采集帮助： 采集视频 ) 望舒客栈 菲尔戈黛特 处购买（1000摩拉每个，三天刷新一次，限购五个）,"{'布匹': '制作', '胡桃': '突破', '行秋': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/6/66/8mcibf8n98zvl09d10urt5o7qij9vat.png/60px-%E9%9C%93%E8%A3%B3%E8%8A%B1.png
material606,石珀,璃月区域特产,"野外采集 璃月山壁下采集 推荐：琥牢山采集 (采集帮助： 采集视频 ) 璃月港商人 长顺 处可以购买（1500摩拉一个，共计5个，三天一刷） 奥摩斯港商人 秋蔚 处购买（1000摩拉一个，共计5个，三天一刷）
遗珑埠百货店主 丰泰 处购买（1000摩拉一个，共计5个，三天一刷）","{'防尘药剂': '炼金合成', '磐石精油': '炼金合成', '岩神瞳共鸣石': '炼金合成', '岩之寻宝罗盘': '锻造', '黄色染料': '制作', '钟离': '突破', '刻晴': '突破', '重云': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/0/08/fpwa8xb4wy8me23jlvlxpmfym9lp364.png/60px-%E7%9F%B3%E7%8F%80.png
material607,琉璃百合,璃月区域特产,野外采集 推荐：璃月港玉京台采集 推荐：轻策庄采集 轻策庄磨坊主 小白 处购买（50000摩拉每个，每月刷新一次，限购三个） (采集帮助： 采集视频 ， 采集专栏 ),"{'岩神瞳共鸣石': '炼金合成', '凝光': '突破', '云堇': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/8/86/18d06e0tiwyhsksyrj1xpr1v8alf078.png/60px-%E7%90%89%E7%92%83%E7%99%BE%E5%90%88.png
material608,绝云椒椒,璃月区域特产,野外采集 推荐：轻策庄采摘 (采集帮助： 采集视频 ， 轻策庄-采集专栏 ， 华光林-采集专栏 ， 绝云间和南天门-采集专栏 ) 璃月港万民堂购买（每三天5个） 璃月遗珑埠百货店主丰泰购买（每三天5个）,"{'香菱': '突破', '瑶瑶': '突破', '兽肉薄荷卷': '烹饪', '凉拌薄荷': '烹饪', '水煮黑背鲈': '烹饪', '爆炒肉片': '烹饪', '知足常乐': '烹饪', '绝云锅巴': '烹饪', '翡玉什锦袋': '烹饪', '轻策农家菜': '烹饪', '辣肉窝窝头': '烹饪', '香嫩椒椒鸡': '烹饪'}",https://patchwiki.biligame.com/images/ys/thumb/5/51/hu1n43dprups8bmdtm40pl9nhkycg2h.png/60px-%E7%BB%9D%E4%BA%91%E6%A4%92%E6%A4%92.png
material609,清心,璃月区域特产,野外采集 石林顶端采集 推荐：绝云间采集 推荐：孤云阁采集 (采集帮助： 采集视频 ) 璃月港不卜庐购买（每三天10个） 奥摩斯港舶来品商店购买（每三天5个）,"{'解锁珠钿舫任务': '', '甘雨': '突破', '魈': '突破', '申鹤': '突破', '双果清露': '烹饪', '天枢肉': '烹饪', '果果仙酪': '烹饪', '清心花饼': '烹饪', '琼玉果汤': '烹饪'}",https://patchwiki.biligame.com/images/ys/thumb/1/14/0ck7znk6vavchmuas1rv60ejg4rgsdi.png/60px-%E6%B8%85%E5%BF%83.png
material610,幽灯蕈,稻妻区域特产,( 采集帮助：点击跳转视频 ) 野外采集 稻妻鹤观采集,{'托马': '突破'},https://patchwiki.biligame.com/images/ys/thumb/f/f3/088pm6cq7tmt2m64dpdna5bczabjqee.png/60px-%E5%B9%BD%E7%81%AF%E8%95%88.png
material611,珊瑚真珠,稻妻区域特产,野外采集 海祇岛采集 奥摩斯港舶来品商店购买（每三天5个） （需完成 天下人之章 第二幕） 离岛山城健太处购买（每三天5个） （需完成 天下人之章 第二幕）,"{'珊瑚宫心海': '突破', '五郎': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/e/e4/hb2a53ob7i71muenzgcjcurbh9szzjd.png/60px-%E7%8F%8A%E7%91%9A%E7%9C%9F%E7%8F%A0.png
material612,天云草实,稻妻区域特产,清籁岛采集 野外采集,"{'雷电将军': '突破', '绮良良': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/1/14/pqn0jrm15ius894r7xug57q4y6ma02w.png/60px-%E5%A4%A9%E4%BA%91%E8%8D%89%E5%AE%9E.png
material613,绯樱绣球,稻妻区域特产,(采集帮助： 采集视频 ) 野外采集 鸣神岛采集,"{'飞蝇假饵': '炼金合成', '神里绫人': '突破', '神里绫华': '突破', '特饮': '烹饪', '三彩团子': '烹饪', '绯樱天妇罗': '烹饪', '绯樱虾仙贝': '烹饪', '绯樱饼': '烹饪'}",https://patchwiki.biligame.com/images/ys/thumb/2/29/ec3nsjhrgijhza8f3rm4exepxh5zwwd.png/60px-%E7%BB%AF%E6%A8%B1%E7%BB%A3%E7%90%83.png
material614,血斛,稻妻区域特产,野外采集 推荐：名椎滩采集,"{'赤糜饵': '炼金合成', '千织': '突破', '九条裟罗': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/e/e9/jdr2luvc4fmo1vt8rdz6qd1m2hl94kl.png/60px-%E8%A1%80%E6%96%9B.png
material615,鬼兜虫,稻妻区域特产,（ 采集帮助：采集路线图 ） 野外采集 推荐：鸣神岛采集 推荐：踏鞴砂采集,"{'雷之寻宝罗盘': '锻造', '荒泷一斗': '突破', '鹿野院平藏': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/7/78/m5w3sg3l1qtu0j4wjv4x81619u6lyyb.png/60px-%E9%AC%BC%E5%85%9C%E8%99%AB.png
material616,鸣草,稻妻区域特产,（采集帮助： 采集视频 ） 野外采集 稻妻杂货店购买（每三天5个） 奥摩斯港舶来品商店购买（每三天5个） （需完成 天下人之章 第二幕） 推荐：踏鞴砂采集,"{'宵宫': '突破', '久岐忍': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/f/fe/r2afwhhcgwv5czqp2b17x6fsrscmkpb.png/60px-%E9%B8%A3%E8%8D%89.png
material617,晶化骨髓,稻妻区域特产,野外采集 八酝岛采集 踏鞴砂采集 (采集帮助： 采集视频 ),"{'埃洛伊': '突破', '早柚': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/1/1b/sp69r42kjovv9ra4983s8h2o6ip93mi.png/60px-%E6%99%B6%E5%8C%96%E9%AA%A8%E9%AB%93.png
material618,海灵芝,稻妻区域特产,野外采集 离岛渔夫 小畑 可以购买5个，每三天刷新一次 稻妻海域采集 尘歌壶种植 （帮助： 采集视频 ）,"{'梦见月瑞希': '突破', '八重神子': '突破', '枫原万叶': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/4/4a/imaov5i9nw916id2b2a5ndbvaf5fev7.png/60px-%E6%B5%B7%E7%81%B5%E8%8A%9D.png
material619,久雨莲,素材,河岸湖泊采集,"{'图谱': '', '静谧之曲': '兑换', '公义的酬报': '兑换'}",https://patchwiki.biligame.com/images/ys/thumb/a/ab/9zugfipufw2ifs2vpcmr5kntlathmnn.png/60px-%E4%B9%85%E9%9B%A8%E8%8E%B2.png
material620,汲取了生命力的龙牙,素材,由 奇异的「牙齿」 在眠龙谷下方核心处汲取生命力获得（4个转化为4个） 由 奇异的「牙齿」 在龙脊雪山入口处 乌尔班 汲取力量 获得（4个转化为4个）（ 完成任务 间章 第四幕：悖理 获取雪山龙心后）,{'龙脊长枪': '锻造'},https://patchwiki.biligame.com/images/ys/thumb/9/9e/mu2qjwvmycqj0wa7e9nx2mbj9dvii6a.png/60px-%E6%B1%B2%E5%8F%96%E4%BA%86%E7%94%9F%E5%91%BD%E5%8A%9B%E7%9A%84%E9%BE%99%E7%89%99.png
material621,奇异的「牙齿」,素材,龙脊雪山,{'汲取了生命力的龙牙': '转化'},https://patchwiki.biligame.com/images/ys/thumb/c/cd/aahxj1sb98abj3p92anz1q459y8mz82.png/60px-%E5%A5%87%E5%BC%82%E7%9A%84%E3%80%8C%E7%89%99%E9%BD%BF%E3%80%8D.png
material622,鳅鳅宝玉,素材,野外采集 推荐：荻花洲采集 （帮助： 采集视频 ）,{'现版本暂无用处': ''},https://patchwiki.biligame.com/images/ys/thumb/f/f2/t8sto1ouf12da51jzifvypca7pq8tl1.png/60px-%E9%B3%85%E9%B3%85%E5%AE%9D%E7%8E%89.png
material623,云岩裂叶,纳塔区域特产,野外采集 安饶之野采集,"{'丝柯克': '突破', '瓦雷莎': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/c/ca/pmst593ntog26fuo127m7ay6noyx6nf.png/60px-%E4%BA%91%E5%B2%A9%E8%A3%82%E5%8F%B6.png
material624,琉鳞石,纳塔区域特产,野外采集 安饶之野采集,{'伊安珊': '突破'},https://patchwiki.biligame.com/images/ys/thumb/2/2f/711xdatpc4e94hsd8or74khe7x4o5om.png/60px-%E7%90%89%E9%B3%9E%E7%9F%B3.png
material625,枯叶紫英,纳塔区域特产,野外采集 推荐：奥奇卡纳塔采集,"{'恰斯卡': '突破', '玛薇卡': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/5/56/0l5ma4o5k26pjizi9goiktzx1dasp7j.png/60px-%E6%9E%AF%E5%8F%B6%E7%B4%AB%E8%8B%B1.png
material626,微光角菌,纳塔区域特产,"野外采集
镜璧山采集 「烟谜主」周边采集","{'伊涅芙': '突破', '欧洛伦': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/c/c9/gdwwwbwbkfgk52qjjnaqhu2bo3uo4gc.png/60px-%E5%BE%AE%E5%85%89%E8%A7%92%E8%8F%8C.png
material627,灼灼彩菊,纳塔区域特产,柴薪之丘采集 圣火竞技场周边采集,{'希诺宁': '突破'},https://patchwiki.biligame.com/images/ys/thumb/9/9a/dzwjfuulqy0n69p8uofgqe53z1dur8h.png/60px-%E7%81%BC%E7%81%BC%E5%BD%A9%E8%8F%8A.png
material628,青蜜莓,纳塔区域特产,野外采集 踞石山采集 「悬木人」下方采集,"{'茜特菈莉': '突破', '卡齐娜': '突破', '徐徐海风吹': '烹饪', '沃陆果饮': '烹饪'}",https://patchwiki.biligame.com/images/ys/thumb/4/43/mvfatnnptxerxtxuh8dcuq93r7pdh62.png/60px-%E9%9D%92%E8%9C%9C%E8%8E%93.png
material629,浪沫羽鳃,纳塔区域特产,野外采集 涌流地采集 「流泉之众」周边采集,{'玛拉妮': '突破'},https://patchwiki.biligame.com/images/ys/thumb/f/fe/66211f8t8s9ggowrfph4m2mkmfywql5.png/60px-%E6%B5%AA%E6%B2%AB%E7%BE%BD%E9%B3%83.png
material630,肉龙掌,纳塔区域特产,野外采集 硫晶支脉采集,"{'基尼奇': '突破', '伊法': '突破', '强水': '', '烹饪': ''}",https://patchwiki.biligame.com/images/ys/thumb/e/ee/no1wfzwslr1h332frvo3h2lp67u90nt.png/60px-%E8%82%89%E9%BE%99%E6%8E%8C.png
material631,慕风蘑菇,蒙德区域特产,房檐下采集 野外采集 (采集帮助： 采集视频 ， 蒙德城-采集专栏 ， 清泉镇和晨曦酒庄-采集专栏 ) 风起地 克罗丽丝 处购买（每三天5个） 奥摩斯港 巴巴克 处购买（每三天5个）,"{'风之寻宝罗盘': '锻造', '可莉': '突破', '莫娜': '突破', '芭芭拉': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/8/88/l3dms7k54lx6du9vg1utbe1qqnnu3p4.png/60px-%E6%85%95%E9%A3%8E%E8%98%91%E8%8F%87.png
material632,钩钩果,蒙德区域特产,奔狼领采集 (采集帮助： 采集视频 ， 采集专栏 ) 野外采集 风起地克罗丽丝处购买（每三天5个）,"{'蓝色染料': '制作', '假日果酿': '烹饪', '米卡': '突破', '雷泽': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/b/bd/nfjliiuj0e0qezkt4l36rltu2ayy3z2.png/60px-%E9%92%A9%E9%92%A9%E6%9E%9C.png
material633,风车菊,蒙德区域特产,野外采集 风起地七天神像附近采集 野外树下采集 推荐：风龙废墟采集 (采集帮助： 采集视频 ， 风龙废墟-采集专栏 ) 蒙德城花语店主芙萝拉处购买（1000摩拉每个，三天刷新一次，限购五个）,"{'捕风瓶': '锻造', '旅行者': '突破', '班尼特': '突破', '砂糖': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/3/3b/3h8ztz8pyfy2jiqg7t4a2ynvgh030r4.png/60px-%E9%A3%8E%E8%BD%A6%E8%8F%8A.png
material634,落落莓,蒙德区域特产,野外采集 推荐：望风山地采集 (采集帮助： 采集视频 ， 采集专栏 ) 风起地克罗丽丝处购买（每三天5个） 枫丹蔬果贩购买（每三天5个）,"{'红色染料': '制作', '诺艾尔': '突破', '罗莎莉亚': '突破', '丽莎': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/1/18/s7wq2fo25gt8ly7ovjdsi5587wqhdru.png/60px-%E8%90%BD%E8%90%BD%E8%8E%93.png
material635,塞西莉亚花,蒙德区域特产,野外采集 推荐：摘星崖采集 （采集帮助： 采集视频 ） 蒙德城花语店主 芙萝拉 处购买（1000摩拉每个，三天刷新一次，限购五个）,"{'风神瞳共鸣石': '炼金合成', '温迪': '突破', '阿贝多': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/b/bf/c7i8kp8rq4m8ys380dx9cffxjbfx4qf.png/60px-%E5%A1%9E%E8%A5%BF%E8%8E%89%E4%BA%9A%E8%8A%B1.png
material636,小灯草,蒙德区域特产,野外采集 (采集帮助： 采集视频 ) 推荐：奔狼领采集 夜间野外寻找 推荐：低语森林采集 蒙德城花语店主 芙萝拉 处购买（1000摩拉每个，三天刷新一次，限购五个） 遁玉陵和灵矩关之间七天神像附近与 紫微 对话领取4个小灯草,"{'迪卢克': '突破', '安柏': '突破', '菲谢尔': '突破', '堆高高': '', '烹饪': '', '黄油煎鱼': '烹饪'}",https://patchwiki.biligame.com/images/ys/thumb/a/a3/l5pjsfz6fmr2dsybi7906a4rsgtssy3.png/60px-%E5%B0%8F%E7%81%AF%E8%8D%89.png
material637,蒲公英籽,蒙德区域特产,野外采集 (采集帮助： 采集视频 ， 采集专栏 ） 离岛远航之风购买 （60000摩拉每个，每三天限购5个） 奥摩斯港舶来品商店购买 （1000摩拉每个，每三天限购5个） 推荐：蒙德城门采集（使用 风属性 攻击击打蒲公英即可获得）,"{'狂风精油': '炼金合成', '防风药剂': '炼金合成', '风神瞳共鸣石': '炼金合成', '琴': '突破', '优菈': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/b/bc/92j6w389xrpflh1yjw3hvt7dcfeb7i5.png/60px-%E8%92%B2%E5%85%AC%E8%8B%B1%E7%B1%BD.png
material638,嘟嘟莲,蒙德区域特产,野外采集 湖泊水边采集 推荐:清泉镇采集 (采集帮助： 采集视频 ) 蒙德城花语店主 芙萝拉 处购买（1000摩拉每个，三天刷新一次，限购五个）,"{'迪奥娜': '突破', '塔利雅': '突破', '凯亚': '突破', '嘟嘟莲海鲜羹': '烹饪', '紫苑云霓': '烹饪'}",https://patchwiki.biligame.com/images/ys/thumb/0/07/l71iwwjmr543yg4fbdd137tx6lddtdw.png/60px-%E5%98%9F%E5%98%9F%E8%8E%B2.png
material639,魔晶块,锻造用矿石,野外采集 （需要冒险等级达到30级且对应城市声望达到2级） 对话蒙德和璃月的铁匠可得知刷新地点。（每天6点时刷新。在蒙德刷新6个点位，璃月刷新10个点位。）,{'精锻用魔矿': '锻造'},https://patchwiki.biligame.com/images/ys/thumb/9/97/i4ihfq2bd0rlo2an9ey9shy7yy0hg17.png/60px-%E9%AD%94%E6%99%B6%E5%9D%97.png
material640,万相石,须弥区域特产,野外采集 须弥沙漠采集 推荐：铁穆山采集,{'赛索斯': '突破'},https://patchwiki.biligame.com/images/ys/thumb/0/07/2qpz09i2wcbb98iyia06rehkhkqjfyj.png/60px-%E4%B8%87%E7%9B%B8%E7%9F%B3.png
material641,悼灵花,须弥区域特产,野外采集 须弥沙漠采集 推荐：锋刃林泽采集,{'卡维': '突破'},https://patchwiki.biligame.com/images/ys/thumb/0/05/48eagtlvakf4vr7djojkcwqgytkddft.png/60px-%E6%82%BC%E7%81%B5%E8%8A%B1.png
material642,沙脂蛹,须弥区域特产,须弥沙漠采集 野外采集 推荐：沙虫隧道采集,"{'艾尔海森': '突破', '迪希雅': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/4/4b/ixtpyioqv4uffto3z5zm9ubvzf31kja.png/60px-%E6%B2%99%E8%84%82%E8%9B%B9.png.jpeg
material643,赤念果,须弥区域特产,须弥沙漠采集 野外采集,"{'坎蒂丝': '突破', '珐露珊': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/c/c0/r1hu99arr36an108p6xjr7682fbk9fg.png/60px-%E8%B5%A4%E5%BF%B5%E6%9E%9C.png
material644,圣金虫,须弥区域特产,须弥沙漠遗迹采集 野外采集,{'赛诺': '突破'},https://patchwiki.biligame.com/images/ys/thumb/2/29/rabrfl6wg7gddcmu10fhp4443hqjktf.png/60px-%E5%9C%A3%E9%87%91%E8%99%AB.png
material645,树王圣体菇,须弥区域特产,野外采集 水天丛林采集（推荐） 无郁稠林采集（推荐） 化城郭NPC 阿什帕齐 处购买 桓那兰那（梦境）NPC 兰玛尼 处购买,"{'草神瞳共鸣石': '炼金合成', '流浪者': '突破', '柯莱': '突破', '唐杜尔烤鸡': '烹饪', '土豆船': '烹饪', '杂菇荟萃': '烹饪'}",https://patchwiki.biligame.com/images/ys/thumb/d/d3/40eb476zpxug9a1ajc32jq8js38wu1e.png/60px-%E6%A0%91%E7%8E%8B%E5%9C%A3%E4%BD%93%E8%8F%87.png
material646,劫波莲,须弥区域特产,野外采集 须弥山崖采集 桓那兰那（梦境）NPC 兰玛尼 处购买,"{'纳西妲': '突破', '多莉': '突破'}",https://patchwiki.biligame.com/images/ys/thumb/1/17/0rr5v63m6tpugu253hlv2mal399dwb1.png/60px-%E5%8A%AB%E6%B3%A2%E8%8E%B2.png
material647,帕蒂沙兰,须弥区域特产,野外采集 须弥城附近采集 须弥城大巴扎香料商人朱特处购买,"{'妮露': '突破', '兽米香香': '烹饪', '唐杜尔烤鸡': '烹饪', '帕蒂沙兰布丁': '烹饪', '米圆塔': '烹饪', '镀金锅': '烹饪'}",https://patchwiki.biligame.com/images/ys/thumb/a/a5/ouk3lh677vujv6wp49tvep492amo46f.png/60px-%E5%B8%95%E8%92%82%E6%B2%99%E5%85%B0.png
